president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/26/2026,3/4/2026,1500.0, LV,0.1135987,0.0,True,45.0,54.0,-9.0,41.44522,55.81617,-14.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/4/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,2/28/2026,3/4/2026,3000.0, RV,0.6650829,0.0,,25.0,41.0,-16.0,24.62154,44.64091,-20.01937,https://napolitannews.org/jobapproval,3/4/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Marist College,NPR | PBS News,3/2/2026,3/4/2026,1591.0, A,1.527811,0.0,,38.0,57.0,-19.0,39.45843,56.56052,-17.10209,https://maristpoll.marist.edu/wp-content/uploads/2026/03/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202603091024.pdf,3/4/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,Economist,3/1/2025,3/4/2025,1638.0, A,0.5373915,0.0,,16.0,7.0,9.0,15.67801,7.078617,8.599393,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/5/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,3/3/2025,3/4/2025,1174.0, A,0.7176929,0.0,,44.0,51.0,-7.0,44.66275,49.38961,-4.72686,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,Economist,3/1/2025,3/4/2025,1638.0, A,0.5373915,0.0,,32.0,39.0,-7.0,34.2123,38.09587,-3.883572,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/5/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,3/3/2025,3/4/2025,1174.0, A,0.7176929,0.0,,23.0,41.0,-18.0,27.54215,41.06533,-13.52318,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/26/2025,3/4/2025,1500.0, LV,0.113583,0.0,True,51.0,47.0,4.0,47.44522,48.81617,-1.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/4/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Cost,YouGov,Economist,3/1/2025,3/4/2025,1638.0, A,0.6121744,0.0,,42.0,46.0,-4.0,42.45558,45.6594,-3.203819,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/5/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/26/2025,3/4/2025,1500.0, LV,0.113583,0.0,True,51.0,47.0,4.0,48.25449,48.54536,-0.2908707,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/4/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,Economist,3/1/2025,3/4/2025,1638.0, A,0.5345492,0.0,,48.0,46.0,2.0,48.14396,45.63005,2.513908,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/4/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Trade,Ipsos,Reuters,3/3/2025,3/4/2025,1174.0, A,0.8198597,0.0,,36.0,51.0,-15.0,38.28205,51.4402,-13.15815,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Economist,3/1/2025,3/4/2025,1638.0, A,0.5345492,0.0,,48.0,46.0,2.0,49.70536,44.78253,4.922829,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/4/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,3/3/2025,3/4/2025,1174.0, A,0.7176929,0.0,,44.0,51.0,-7.0,46.01978,48.6626,-2.642822,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,3/3/2025,3/4/2025,1174.0, A,0.7176929,0.0,,39.0,49.0,-10.0,42.37291,48.71951,-6.3466,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,3/3/2025,3/4/2025,1174.0, A,0.7176929,0.0,,49.0,42.0,7.0,51.13064,42.33002,8.800617,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,3/1/2025,3/4/2025,1638.0, A,0.7144495,0.0,,53.0,40.0,13.0,53.18638,39.85695,13.32943,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/5/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,3/3/2025,3/4/2025,1174.0, A,0.7176929,0.0,,20.0,9.0,11.0,17.68025,7.095626,10.58462,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Economy,YouGov,Economist,3/1/2025,3/4/2025,1638.0, A,0.5699515,0.0,,44.0,44.0,0.0,45.13036,44.14878,0.9815788,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/5/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Cost,Ipsos,Reuters,3/3/2025,3/4/2025,1174.0, A,0.7546008,0.0,,31.0,54.0,-23.0,34.5962,53.4173,-18.8211,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),Voters,YouGov,Economist,3/1/2025,3/4/2025,1491.0, RV,0.6770908,0.0,,49.0,49.0,0.0,49.42935,48.07382,1.355534,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/4/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/25/2026,3/31/2026,1500.0, LV,0.113959,0.0,True,45.0,53.0,-8.0,41.44522,54.81617,-13.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/31/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/25/2026,3/31/2026,1500.0, LV,0.113959,0.0,True,45.0,53.0,-8.0,42.25449,54.54536,-12.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/31/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,John Zogby Strategies,,3/30/2025,3/31/2025,1000.0, V,0.9821143,0.0,,48.0,48.0,0.0,47.02224,48.75071,-1.72847,https://johnzogbystrategies.com/real-time-analysis-of-trumps-dropping-numbers-among-bellwether-groups/,3/31/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,John Zogby Strategies,,3/30/2025,3/31/2025,1000.0, V,0.9821143,0.0,,48.0,48.0,0.0,46.44188,48.91398,-2.472099,https://johnzogbystrategies.com/real-time-analysis-of-trumps-dropping-numbers-among-bellwether-groups/,3/31/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/25/2025,3/31/2025,1500.0, LV,0.1145259,0.0,True,51.0,48.0,3.0,47.44522,49.81617,-2.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/31/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/25/2025,3/31/2025,1500.0, LV,0.1145259,0.0,True,51.0,48.0,3.0,48.25449,49.54536,-1.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/31/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Trade,SSRS,CNN,3/26/2026,3/30/2026,1201.0, A,0.9333841,0.0,,27.0,72.0,-45.0,28.0894,68.33666,-40.24726,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,3/30/2026,10:01:50 12 Jul 2026
Donald Trump (2nd term),Economy,SSRS,CNN,3/26/2026,3/30/2026,1201.0, A,0.9333841,0.0,,31.0,69.0,-38.0,32.30293,65.62427,-33.32134,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,3/30/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),All polls,Lake Research Partners/The Tarrance Group,Free Speech For People,3/26/2026,3/30/2026,800.0, LV,1.192532,0.0,,38.0,57.0,-19.0,38.37541,56.98697,-18.61156,https://freespeechforpeople.org/new-national-poll-majority-of-voters-support-impeaching-donald-trump-just-14-months-into-his-term/,3/30/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,University of Massachusetts Lowell,3/26/2026,3/30/2026,1000.0, A,0.4245968,0.0,,39.0,61.0,-22.0,40.70536,59.78253,-19.07717,https://www.uml.edu/Research/public-opinion/polls/default.aspx,3/30/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,SSRS,CNN,3/26/2026,3/30/2026,951.0, RV,0.8896939,0.0,,38.0,62.0,-24.0,39.30416,59.16068,-19.85652,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,3/30/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,Lake Research Partners/The Tarrance Group,Free Speech For People,3/26/2026,3/30/2026,800.0, LV,1.192532,0.0,,38.0,57.0,-19.0,38.72964,56.85355,-18.12391,https://freespeechforpeople.org/new-national-poll-majority-of-voters-support-impeaching-donald-trump-just-14-months-into-his-term/,3/30/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,SSRS,CNN,3/26/2026,3/30/2026,1201.0, A,0.9333841,0.0,,35.0,64.0,-29.0,36.68764,60.50492,-23.81728,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,3/30/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Economist,3/27/2026,3/30/2026,1679.0, A,0.5309764,0.0,,35.0,58.0,-23.0,36.70536,56.78253,-20.07717,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf,3/30/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,University of Massachusetts Lowell,3/26/2026,3/30/2026,1000.0, A,0.4346242,0.0,,21.0,47.0,-26.0,23.2123,46.09587,-22.88357,https://www.uml.edu/Research/public-opinion/polls/default.aspx,3/30/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,Economist,3/27/2026,3/30/2026,1679.0, A,0.5392143,0.0,,35.0,58.0,-23.0,35.14396,57.63005,-22.48609,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf,3/30/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/24/2026,3/30/2026,1500.0, LV,0.1144866,0.0,True,44.0,54.0,-10.0,41.25449,55.54536,-14.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/30/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Immigration,SSRS,CNN,3/26/2026,3/30/2026,1201.0, A,0.9333841,0.0,,41.0,59.0,-18.0,41.79454,56.54188,-14.74734,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,3/30/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Weak,SSRS,CNN,3/26/2026,3/30/2026,1201.0, A,0.9333841,0.0,,19.0,16.0,3.0,17.73104,13.9246,3.806439,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,3/30/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Voters,YouGov,Economist,3/27/2026,3/30/2026,1505.0, RV,0.7246652,0.0,,39.0,58.0,-19.0,39.42935,57.07382,-17.64447,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf,3/30/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,University of Massachusetts Lowell,3/26/2026,3/30/2026,1000.0, A,0.4346242,0.0,,18.0,14.0,4.0,17.67801,14.07862,3.599391,https://www.uml.edu/Research/public-opinion/polls/default.aspx,3/30/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/24/2026,3/30/2026,1500.0, LV,0.1144866,0.0,True,44.0,54.0,-10.0,40.44522,55.81617,-15.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/30/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,Economist,3/27/2026,3/30/2026,1679.0, A,0.5422201,0.0,,14.0,9.0,5.0,13.67801,9.078617,4.599393,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf,3/30/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,SSRS,CNN,3/26/2026,3/30/2026,1201.0, A,0.9333841,0.0,,16.0,49.0,-33.0,18.55838,48.663,-30.10462,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,3/30/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,Economist,3/27/2026,3/30/2026,1679.0, A,0.5422201,0.0,,21.0,48.0,-27.0,23.2123,47.09587,-23.88357,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf,3/30/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Adults,SSRS,CNN,3/26/2026,3/30/2026,1201.0, A,0.9333841,0.0,,35.0,64.0,-29.0,35.87596,60.96815,-25.09219,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,3/30/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Weak,Lake Research Partners/The Tarrance Group,Free Speech For People,3/26/2026,3/30/2026,800.0, LV,1.192532,0.0,,6.0,4.0,2.0,8.675426,5.716374,2.959052,https://freespeechforpeople.org/new-national-poll-majority-of-voters-support-impeaching-donald-trump-just-14-months-into-his-term/,3/30/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Lake Research Partners/The Tarrance Group,Free Speech For People,3/26/2026,3/30/2026,800.0, LV,1.192532,0.0,,32.0,53.0,-21.0,29.72364,51.41845,-21.69481,https://freespeechforpeople.org/new-national-poll-majority-of-voters-support-impeaching-donald-trump-just-14-months-into-his-term/,3/30/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,University of Massachusetts Lowell,3/26/2026,3/30/2026,1000.0, A,0.4322037,0.0,,39.0,61.0,-22.0,39.14396,60.63005,-21.48609,https://www.uml.edu/Research/public-opinion/polls/default.aspx,3/30/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Immigration,Morning Consult,,3/28/2025,3/30/2025,2210.0, RV,0.5491153,0.0,,54.0,40.0,14.0,50.55722,45.60173,4.95549,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/31/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Voters,Morning Consult,,3/28/2025,3/30/2025,2210.0, RV,0.5491153,0.0,,47.0,50.0,-3.0,45.6115,51.03628,-5.424782,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/30/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Morning Consult,,3/28/2025,3/30/2025,2210.0, RV,0.3585607,0.0,,47.0,50.0,-3.0,45.15903,51.89645,-6.737419,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/30/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Morning Consult,,3/28/2025,3/30/2025,2210.0, RV,0.5491153,0.0,,31.0,41.0,-10.0,30.00387,42.46063,-12.45676,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/31/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Morning Consult,,3/28/2025,3/30/2025,2210.0, RV,0.5491153,0.0,,46.0,47.0,-1.0,42.7786,52.43021,-9.651611,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/31/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Weak,Morning Consult,,3/28/2025,3/30/2025,2210.0, RV,0.5491153,0.0,,16.0,8.0,8.0,15.19894,8.344487,6.854453,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/31/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Trade,Morning Consult,,3/28/2025,3/30/2025,2210.0, RV,0.5491153,0.0,,45.0,47.0,-2.0,40.19113,54.64173,-14.4506,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/31/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/25/2026,3/3/2026,1500.0, LV,0.1140105,0.0,True,45.0,54.0,-9.0,42.25449,55.54536,-13.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/3/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/25/2026,3/3/2026,1500.0, LV,0.1140105,0.0,True,45.0,54.0,-9.0,41.44522,55.81617,-14.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/3/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,OnMessage Inc.,,3/2/2026,3/3/2026,1800.0, LV,1.826712,0.0,,45.0,54.0,-9.0,44.33063,53.76171,-9.43108,https://www.politico.com/newsletters/playbook/2026/03/04/republicans-tee-off-on-talarico-00811469,3/3/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000.0, RV,1.375902,0.0,,44.0,54.0,-10.0,43.79443,53.72997,-9.935539,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,OnMessage Inc.,,3/2/2026,3/3/2026,1800.0, LV,1.826712,0.0,,45.0,54.0,-9.0,43.95106,53.86044,-9.909378,https://www.politico.com/newsletters/playbook/2026/03/04/republicans-tee-off-on-talarico-00811469,3/3/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,J.L. Partners,Daily Mail,3/2/2026,3/3/2026,1020.0, RV,0.8489491,0.0,,23.0,42.0,-19.0,23.91854,45.82454,-21.906,www.dailymail.co.uk/news/article-15611199/iran-strikes-trump-approval-rating.html,3/3/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Trafalgar Group,,3/1/2026,3/3/2026,1098.0, LV,0.9019521,0.0,,49.5,48.0,1.5,46.12128,51.01458,-4.893299,https://www.thetrafalgargroup.org/wp-content/uploads/2026/03/National-26-Trump-Iran-Approval-Report-0304.pdf,3/3/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000.0, RV,1.375902,0.0,,14.0,5.0,9.0,16.65024,7.257328,9.392912,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Trafalgar Group,,3/1/2026,3/3/2026,1098.0, LV,0.9019521,0.0,,40.8,44.5,-3.700001,32.30403,46.85421,-14.55018,https://www.thetrafalgargroup.org/wp-content/uploads/2026/03/National-26-Trump-Iran-Approval-Report-0304.pdf,3/3/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Immigration,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000.0, RV,1.375902,0.0,,44.0,54.0,-10.0,42.65689,54.51692,-11.86003,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Weak,J.L. Partners,Daily Mail,3/2/2026,3/3/2026,1020.0, RV,0.8489491,0.0,,16.0,8.0,8.0,15.10202,8.379149,6.722871,www.dailymail.co.uk/news/article-15611199/iran-strikes-trump-approval-rating.html,3/3/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000.0, RV,1.375902,0.0,,30.0,49.0,-19.0,26.93849,46.94335,-20.00486,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Trafalgar Group,,3/1/2026,3/3/2026,1098.0, LV,0.9019521,0.0,,49.5,48.0,1.5,45.56647,51.25261,-5.686138,https://www.thetrafalgargroup.org/wp-content/uploads/2026/03/National-26-Trump-Iran-Approval-Report-0304.pdf,3/3/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,J.L. Partners,Daily Mail,3/2/2026,3/3/2026,1020.0, RV,0.8489491,0.0,,39.0,50.0,-11.0,38.82507,53.84651,-15.02144,www.dailymail.co.uk/news/article-15611199/iran-strikes-trump-approval-rating.html,3/3/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000.0, RV,1.375902,0.0,,44.0,54.0,-10.0,43.47045,54.15513,-10.68468,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,3/2/2026,3/3/2026,1020.0, RV,0.8489491,0.0,,39.0,50.0,-11.0,39.40897,53.59573,-14.18676,www.dailymail.co.uk/news/article-15611199/iran-strikes-trump-approval-rating.html,3/3/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Cost,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000.0, RV,1.375902,0.0,,36.0,62.0,-26.0,35.78576,60.84874,-25.06298,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),Weak,Trafalgar Group,,3/1/2026,3/3/2026,1098.0, LV,0.9019521,0.0,,8.7,3.5,5.2,13.39619,4.609447,8.786743,https://www.thetrafalgargroup.org/wp-content/uploads/2026/03/National-26-Trump-Iran-Approval-Report-0304.pdf,3/3/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/25/2025,3/3/2025,1500.0, LV,0.1138546,0.0,True,50.0,48.0,2.0,47.25449,49.54536,-2.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/3/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Civiqs,Daily Kos,2/28/2025,3/3/2025,1031.0, RV,1.13104,0.0,,48.0,52.0,-4.0,47.52744,51.15399,-3.626553,https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war,3/4/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,Civiqs,Daily Kos,2/28/2025,3/3/2025,1031.0, RV,1.13104,0.0,,6.0,3.0,3.0,9.689911,5.555554,4.134357,https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war,3/4/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,Emerson College,,3/2/2025,3/3/2025,1000.0, RV,1.205493,0.0,,48.0,43.1,4.900002,47.48604,45.5697,1.91634,https://emersoncollegepolling.com/march-2025-national-poll/,3/3/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Emerson College,,3/2/2025,3/3/2025,1000.0, RV,1.205493,0.0,,48.0,43.1,4.900002,48.03866,45.39941,2.639248,https://emersoncollegepolling.com/march-2025-national-poll/,3/3/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,Civiqs,Daily Kos,2/28/2025,3/3/2025,1031.0, RV,1.13104,0.0,,48.0,52.0,-4.0,47.77875,51.11049,-3.331738,https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war,3/4/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Civiqs,Daily Kos,2/28/2025,3/3/2025,1031.0, RV,1.13104,0.0,,42.0,49.0,-7.0,38.02943,45.89166,-7.862228,https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war,3/4/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/25/2025,3/3/2025,1500.0, LV,0.1138546,0.0,True,50.0,48.0,2.0,46.44522,49.81617,-3.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/3/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Morning Consult,,3/27/2026,3/29/2026,2203.0, RV,0.4462585,0.0,,26.0,43.0,-17.0,25.00387,44.46063,-19.45676,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/29/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Morning Consult,,3/27/2026,3/29/2026,2203.0, RV,0.5449237,0.0,,42.0,52.0,-10.0,38.7786,57.43021,-18.65161,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/29/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),All polls,Morning Consult,,3/27/2026,3/29/2026,2203.0, RV,0.3044381,0.0,,43.0,54.0,-11.0,41.15903,55.89645,-14.73742,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/29/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Immigration,Morning Consult,,3/27/2026,3/29/2026,2203.0, RV,0.5449237,0.0,,49.0,45.0,4.0,45.55722,50.60173,-5.04451,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/29/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Voters,Morning Consult,,3/27/2026,3/29/2026,2203.0, RV,0.5360921,0.0,,43.0,54.0,-11.0,41.6115,55.03628,-13.42478,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/29/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Trade,Morning Consult,,3/27/2026,3/29/2026,2203.0, RV,0.5845634,0.0,,44.0,47.0,-3.0,39.19113,54.64173,-15.4506,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/29/2026,10:01:50 12 Jul 2026
