subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,dem,rep,net,adjusted_dem,adjusted_rep,adjusted_net,url,createddate,timestamp,modeldate,multiversions,partisan,poll_id,question_id,date
All polls,YouGov,Economist,3/27/2026,3/30/2026,1505.0, RV,0.1897264,0.0326527,,45.0,39.0,6.0,47.60889,40.83174,6.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf,3/31/2026,11:00:38 12 Jul 2026,7/12/2026,,,901315,9013155,12jul2026
All polls,The Winston Group,Winning the Issues,1/8/2026,1/12/2026,1000.0, RV,0.9613449,0.0320824,,46.0,43.0,3.0,46.23775,42.87938,3.358372,https://www.winningtheissues.org/2026/01/27/2026-winning-the-issues-research/,2/27/2026,11:00:38 12 Jul 2026,7/12/2026,,REP,901150,9011502,12jul2026
All polls,Public Policy Polling,Progress Action Fund (hybrid PAC),1/13/2026,1/14/2026,597.0, RV,0.7154305,0.0320236,,50.0,42.0,8.0,49.03236,42.82828,6.204079,https://drive.google.com/file/d/1iHoieThBdqtE4vH3gDLGzOI334wGWU6_/view,2/3/2026,11:00:38 12 Jul 2026,7/12/2026,,DEM,901074,9010742,12jul2026
All polls,Cygnal,,1/7/2026,1/8/2026,1500.0, LV,1.095031,0.0313266,,48.2,44.6,3.600002,47.33125,42.81913,4.512119,https://www.cygn.al/polls/january-2026-national-voter-trends-nvt-poll/,1/15/2026,11:00:38 12 Jul 2026,7/12/2026,,,901019,9010192,12jul2026
All polls,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.4620679,0.0303553,,43.0,40.0,3.0,44.2399,40.10289,4.137009,https://portal.changeresearch.com/portal/projects/9c8a3c8a-70c6-47f8-80bf-596426bc3318,5/5/2026,11:00:38 12 Jul 2026,7/12/2026,,,901427,9014272,12jul2026
All polls,YouGov,Economist,3/20/2026,3/23/2026,1502.0, RV,0.1856115,0.0282462,,45.0,42.0,3.0,47.60889,43.83174,3.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o84FoNw.pdf,3/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901244,9012444,12jul2026
All polls,Morning Consult,,5/25/2026,5/31/2026,, RV,0.0503702,0.0278175,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls,6/10/2026,11:00:38 12 Jul 2026,7/12/2026,,,901538,9015381,12jul2026
All polls,Morning Consult,,5/15/2026,5/17/2026,2203.0, RV,0.0662831,0.0277344,,47.0,41.0,6.0,49.11842,40.77692,8.341499,https://intel.morningconsult.com/mc-content/trackers/donald-trump-congress-policy-republicans-polling,5/22/2026,11:00:38 12 Jul 2026,7/12/2026,,,901480,9014802,12jul2026
All polls,Ipsos,The Washington Post | ABC News,2/12/2026,2/17/2026,2087.0, RV,0.3820981,0.024383,,47.0,45.0,2.0,52.08403,48.60213,3.481899,https://www.washingtonpost.com/politics/2026/02/25/poll-democrats-trump-republicans-midterms/,2/26/2026,11:00:38 12 Jul 2026,7/12/2026,,,901121,9011213,12jul2026
All polls,YouGov,Economist,3/13/2026,3/16/2026,1429.0, RV,0.1782954,0.0235061,,43.0,41.0,2.0,45.60889,42.83174,2.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf,3/17/2026,11:00:38 12 Jul 2026,7/12/2026,,,901210,9012104,12jul2026
All polls,Morning Consult,Gambling Is Not Investing,3/23/2026,3/29/2026,26725.0, RV,0.1431571,0.022704,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,4/3/2026,11:00:38 12 Jul 2026,7/12/2026,,,901328,9013281,12jul2026
All polls,YouGov,University of Massachusetts Lowell,3/26/2026,3/30/2026,1000.0, A,0.1311363,0.0221931,,38.0,35.0,3.0,40.60889,36.83174,3.777149,https://www.uml.edu/Research/public-opinion/polls/default.aspx,4/9/2026,11:00:38 12 Jul 2026,7/12/2026,,,901342,9013423,12jul2026
All polls,CNN/SSRS,,1/9/2026,1/12/2026,968.0, RV,0.6471591,0.0200712,,46.0,41.0,5.0,45.70988,40.49395,5.215931,https://www.cnn.com/2026/01/18/politics/cnn-poll-democrats-are-deeply-motivated-for-the-midterms-despite-having-dismal-views-of-party-leaders,1/18/2026,11:00:38 12 Jul 2026,7/12/2026,,,901022,9010223,12jul2026
All polls,Verasight,Strength in Numbers,1/14/2026,1/20/2026,1057.0, LV,0.5884699,0.0200575,,55.0,42.0,13.0,53.22161,42.20653,11.01508,https://www.gelliottmorris.com/p/new-poll-trump-slips-on-immigration,1/21/2026,11:00:38 12 Jul 2026,7/12/2026,,,901037,9010375,12jul2026
All polls,YouGov,Yahoo News,3/12/2026,3/12/2026,1148.0, RV,0.1623905,0.0199246,,44.0,40.0,4.0,46.60889,41.83174,4.777149,https://www.yahoo.com/news/politics/article/poll-66-of-americans-disapprove-of-trump-on-gas-prices-as-they-feel-effects-of-iran-war-120000483.html,3/18/2026,11:00:38 12 Jul 2026,7/12/2026,,,901216,9012163,12jul2026
All polls,Morning Consult,,3/30/2026,4/5/2026,12505.0, RV,0.1101105,0.0194133,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,4/21/2026,11:00:38 12 Jul 2026,7/12/2026,,,901372,9013721,12jul2026
All polls,YouGov,Economist,3/6/2026,3/9/2026,1405.0, RV,0.1750897,0.0193033,,45.0,42.0,3.0,47.60889,43.83174,3.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf,3/10/2026,11:00:38 12 Jul 2026,7/12/2026,,,901190,9011904,12jul2026
All polls,Morning Consult,,3/16/2026,3/22/2026,26406.0, RV,0.1369242,0.0192014,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,3/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901298,9012981,12jul2026
All polls,Ipsos,Reuters,2/13/2026,2/16/2026,846.0, RV,0.2650617,0.0169145,,41.0,37.0,4.0,46.08403,40.60213,5.481899,https://www.reuters.com/world/us/trumps-immigration-approval-hits-new-low-according-reutersipsos-poll-2026-02-17/,2/18/2026,11:00:38 12 Jul 2026,7/12/2026,,,901116,9011163,12jul2026
All polls,Morning Consult,,4/30/2026,5/3/2026,2200.0, RV,0.0659693,0.0166028,,46.0,43.0,3.0,48.11842,42.77692,5.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,5/5/2026,11:00:38 12 Jul 2026,7/12/2026,,,901431,9014312,12jul2026
All polls,RMG Research,Napolitan News Service,1/5/2026,1/8/2026,2000.0, RV,0.6722823,0.0161976,,47.0,46.0,1.0,47.60431,43.72566,3.878651,https://napolitannews.org/posts/generic-ballot-gop-43-percent-dem-44,1/12/2026,11:00:38 12 Jul 2026,7/12/2026,,,901006,9010061,12jul2026
All polls,Morning Consult,,3/9/2026,3/15/2026,26634.0, RV,0.1346955,0.0160568,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,3/17/2026,11:00:38 12 Jul 2026,7/12/2026,,,901212,9012121,12jul2026
All polls,YouGov,Economist,2/27/2026,3/2/2026,1366.0, RV,0.1712063,0.015097,,45.0,41.0,4.0,47.60889,42.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,3/3/2026,11:00:38 12 Jul 2026,7/12/2026,,,901163,9011634,12jul2026
All polls,Morning Consult,,4/24/2026,4/27/2026,2201.0, RV,0.0637079,0.0149944,,45.0,43.0,2.0,47.11842,42.77692,4.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,4/27/2026,11:00:38 12 Jul 2026,7/12/2026,,,901397,9013972,12jul2026
All polls,McLaughlin & Associates,,1/21/2026,1/27/2026,1000.0, LV,0.3890225,0.0147245,,46.0,44.0,2.0,47.73037,42.34558,5.384789,https://mclaughlinonline.com/pols/wp-content/uploads/2026/02/National-January-2026-Presentation-RELEASE-1-1.pdf,2/4/2026,11:00:38 12 Jul 2026,7/12/2026,,,901081,9010811,12jul2026
All polls,Change Research,,1/13/2026,1/19/2026,1348.0, RV,0.4434077,0.0142179,,46.0,43.0,3.0,47.2399,43.10289,4.137009,https://portal.changeresearch.com/portal/projects/45449a2d-6c0e-412f-a3e1-a053b39f12b0,5/5/2026,11:00:38 12 Jul 2026,7/12/2026,,,901426,9014262,12jul2026
All polls,Morning Consult,,4/17/2026,4/20/2026,2203.0, RV,0.060912,0.0132841,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,4/20/2026,11:00:38 12 Jul 2026,7/12/2026,,,901369,9013692,12jul2026
All polls,Morning Consult,Gambling Is Not Investing,3/17/2026,3/22/2026,15029.0, A,0.0920597,0.0131667,,47.0,42.0,5.0,49.11842,41.77692,7.341499,https://www.gamblingisnotinvesting.com/morning-consult-poll-reveals-americans-concerns-with-prediction-markets/,4/2/2026,11:00:38 12 Jul 2026,7/12/2026,,,901322,9013221,12jul2026
All polls,Morning Consult,,3/2/2026,3/8/2026,25948.0, RV,0.1316216,0.0127779,,44.0,42.0,2.0,46.11842,41.77692,4.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,3/12/2026,11:00:38 12 Jul 2026,7/12/2026,,,901198,9011981,12jul2026
All polls,The Bullfinch Group,Independent Center,12/30/2025,1/1/2026,1000.0, RV,0.6108705,0.0121509,,44.0,33.0,11.0,46.26762,36.7532,9.51442,https://independentcentervoice.com/insights/2026-tune-in-as-america-approaches-its-250th-voters-declare-the-status-quo-broken-and-demand-new-options,1/2/2026,11:00:38 12 Jul 2026,7/12/2026,,,900988,9009884,12jul2026
All polls,YouGov,Economist,2/20/2026,2/23/2026,1402.0, RV,0.1706616,0.0117727,,45.0,41.0,4.0,47.60889,42.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5ZLQm8s.pdf,2/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901129,9011294,12jul2026
All polls,Morning Consult,,4/6/2026,4/9/2026,2200.0, RV,0.0569898,0.0108904,,46.0,42.0,4.0,48.11842,41.77692,6.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,4/15/2026,11:00:38 12 Jul 2026,7/12/2026,,,901357,9013572,12jul2026
All polls,YouGov,Economist,2/13/2026,2/16/2026,1512.0, RV,0.1751784,0.0108141,,47.0,40.0,7.0,49.60889,41.83174,7.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,2/17/2026,11:00:38 12 Jul 2026,7/12/2026,,,901112,9011124,12jul2026
All polls,Ipsos,Reuters,1/23/2026,1/25/2026,1139.0, A,0.2788877,0.0104015,,41.0,37.0,4.0,46.08403,40.60213,5.481899,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/,1/26/2026,11:00:38 12 Jul 2026,7/12/2026,,,901049,9010492,12jul2026
All polls,Morning Consult,,4/3/2026,4/5/2026,2200.0, RV,0.055673,0.0100825,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,4/7/2026,11:00:38 12 Jul 2026,7/12/2026,,,901336,9013362,12jul2026
All polls,YouGov,Bowling Green State University,2/13/2026,2/18/2026,1200.0, RV,0.1596699,0.010028,,49.0,41.0,8.0,51.60889,42.83174,8.777149,https://scholarworks.bgsu.edu/cgi/viewcontent.cgi?article=1017&context=depo,2/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901133,9011332,12jul2026
All polls,Morning Consult,,2/23/2026,3/1/2026,25404.0, RV,0.1288466,0.0096585,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,3/12/2026,11:00:38 12 Jul 2026,7/12/2026,,,901197,9011971,12jul2026
All polls,YouGov,Economist,2/6/2026,2/9/2026,1551.0, RV,0.1792126,0.0096562,,44.0,38.0,6.0,46.60889,39.83174,6.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/10/2026,11:00:38 12 Jul 2026,7/12/2026,,,901094,9010944,12jul2026
All polls,YouGov,Pennsylvania State University McCourtney Institute for Democracy,2/18/2026,2/23/2026,824.0, RV,0.1370158,0.0093122,,42.0,37.0,5.0,44.60889,38.83174,5.777149,https://democracy.psu.edu/poll-report-archive/democrats-have-edge-in-congressional-generic-ballot/,3/10/2026,11:00:38 12 Jul 2026,7/12/2026,,,901191,9011911,12jul2026
All polls,YouGov,Yahoo News,2/9/2026,2/12/2026,1149.0, RV,0.158037,0.0090428,,44.0,41.0,3.0,46.60889,42.83174,3.777149,https://www.yahoo.com/news/politics/article/poll-trumps-approval-rating-hits-new-low-as-immigration-backlash-grows-and-ice-withdraws-from-minnesota-204723473.html,2/19/2026,11:00:38 12 Jul 2026,7/12/2026,,,901108,9011083,12jul2026
All polls,Ipsos,Reuters,1/12/2026,1/13/2026,941.0, RV,0.3207052,0.0083538,,40.0,38.0,2.0,45.08403,41.60213,3.481899,https://www.reuters.com/data/which-party-do-americans-want-run-congress-2025-11-05/,1/14/2026,11:00:38 12 Jul 2026,7/12/2026,,,901016,9010163,12jul2026
All polls,YouGov,Economist,1/30/2026,2/2/2026,1504.0, RV,0.180196,0.0083059,,44.0,40.0,4.0,46.60889,41.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/3/2026,11:00:38 12 Jul 2026,7/12/2026,,,901075,9010754,12jul2026
All polls,Morning Consult,,2/16/2026,2/22/2026,26087.0, RV,0.1285742,0.0080268,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,2/26/2026,11:00:38 12 Jul 2026,7/12/2026,,,901141,9011411,12jul2026
All polls,YouGov,Economist,1/23/2026,1/26/2026,1520.0, RV,0.1838075,0.0070994,,43.0,38.0,5.0,45.60889,39.83174,5.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8FWGyNz.pdf,1/27/2026,11:00:38 12 Jul 2026,7/12/2026,,,901051,9010514,12jul2026
All polls,Morning Consult,,3/13/2026,3/16/2026,2201.0, RV,0.0501194,0.006428,,48.0,40.0,8.0,50.11842,39.77692,10.3415,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/17/2026,11:00:38 12 Jul 2026,7/12/2026,,,901211,9012112,12jul2026
All polls,Morning Consult,,2/2/2026,2/8/2026,24606.0, RV,0.1261154,0.0060283,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,2/9/2026,11:00:38 12 Jul 2026,7/12/2026,,,901093,9010931,12jul2026
All polls,YouGov,Economist,1/16/2026,1/19/2026,1549.0, RV,0.1882897,0.0058989,,43.0,39.0,4.0,45.60889,40.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_z9wtNZI.pdf,1/20/2026,11:00:38 12 Jul 2026,7/12/2026,,,901032,9010324,12jul2026
All polls,Morning Consult,,2/9/2026,2/15/2026,12505.0, RV,0.0958004,0.0052785,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,2/27/2026,11:00:38 12 Jul 2026,7/12/2026,,,901151,9011511,12jul2026
All polls,Morning Consult,,1/26/2026,2/1/2026,25492.0, RV,0.1289516,0.0052348,,44.0,42.0,2.0,46.11842,41.77692,4.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,2/9/2026,11:00:38 12 Jul 2026,7/12/2026,,,901092,9010921,12jul2026
All polls,Morning Consult,,3/6/2026,3/8/2026,2002.0, RV,0.0474345,0.0049055,,47.0,43.0,4.0,49.11842,42.77692,6.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/12/2026,11:00:38 12 Jul 2026,7/12/2026,,,901196,9011962,12jul2026
All polls,YouGov,Economist,1/9/2026,1/12/2026,1437.0, RV,0.1844175,0.0044777,,44.0,40.0,4.0,46.60889,41.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qsNv5iE.pdf,1/13/2026,11:00:38 12 Jul 2026,7/12/2026,,,901009,9010094,12jul2026
All polls,Morning Consult,,1/19/2026,1/25/2026,24675.0, RV,0.1287407,0.0043183,,44.0,43.0,1.0,46.11842,42.77692,3.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,1/28/2026,11:00:38 12 Jul 2026,7/12/2026,,,901059,9010591,12jul2026
All polls,YouGov,Yahoo News,1/8/2026,1/12/2026,1149.0, RV,0.1689556,0.0039314,,45.0,40.0,5.0,47.60889,41.83174,5.777149,https://www.yahoo.com/news/world/article/poll-most-americans-dont-want-the-us-to-be-in-charge-of-venezuela-154611401.html?guccounter=1&guce_referrer=aHR0cHM6Ly9maWZ0eXBsdXNvbmUubmV3cy8&guce_referrer_sig=AQAAADuswAe9tXhPxz19FPFnpXDmszH_5A1WoB4vOY-7U0IjGPU3fLrwbmCyUwF8ynb_I9N0n4Rc39un9yZA5xjnYbwG42YEmutuZQ25dTi16lYuweaJ1AIGD79NFwnTA60flTfUA5IlNW9zxaBJiRd0rgTmTKbyUDqhKc0Wx3s0etNG,1/15/2026,11:00:38 12 Jul 2026,7/12/2026,,,901012,9010123,12jul2026
All polls,YouGov,Economist,1/2/2026,1/5/2026,1389.0, RV,0.1850579,0.0031842,,45.0,39.0,6.0,47.60889,40.83174,6.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aY8mpiN.pdf,1/6/2026,11:00:38 12 Jul 2026,7/12/2026,,,900996,9009964,12jul2026
All polls,Morning Consult,,2/20/2026,2/22/2026,2002.0, RV,0.0462553,0.0029752,,46.0,42.0,4.0,48.11842,41.77692,6.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/25/2026,11:00:38 12 Jul 2026,7/12/2026,,,901137,9011372,12jul2026
All polls,Morning Consult,,2/13/2026,2/16/2026,2200.0, RV,0.0477658,0.0027836,,45.0,41.0,4.0,47.11842,40.77692,6.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/17/2026,11:00:38 12 Jul 2026,7/12/2026,,,901115,9011152,12jul2026
All polls,Morning Consult,,1/12/2026,1/18/2026,12505.0, RV,0.0991967,0.0026456,,45.0,43.0,2.0,47.11842,42.77692,4.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,1/19/2026,11:00:38 12 Jul 2026,7/12/2026,,,901030,9010301,12jul2026
All polls,Morning Consult,,2/6/2026,2/9/2026,2200.0, RV,0.0480047,0.0024396,,45.0,41.0,4.0,47.11842,40.77692,6.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2/9/2026,11:00:38 12 Jul 2026,7/12/2026,,,901091,9010912,12jul2026
All polls,Morning Consult,,1/5/2026,1/11/2026,17701.0, RV,0.1149927,0.0022949,,45.0,43.0,2.0,47.11842,42.77692,4.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,1/13/2026,11:00:38 12 Jul 2026,7/12/2026,,,901010,9010101,12jul2026
All polls,Morning Consult,,1/30/2026,2/1/2026,2201.0, RV,0.048334,0.0020595,,47.0,42.0,5.0,49.11842,41.77692,7.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/2/2026,11:00:38 12 Jul 2026,7/12/2026,,,901072,9010722,12jul2026
All polls,YouGov,Economist,12/26/2025,12/29/2025,1420.0, RV,0.1900602,0.0019649,,42.0,38.0,4.0,44.60889,39.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_h1aYmmb.pdf,12/30/2025,11:00:38 12 Jul 2026,7/12/2026,,,900985,9009854,12jul2026
All polls,Morning Consult,,1/23/2026,1/25/2026,2201.0, RV,0.0488813,0.0017346,,45.0,43.0,2.0,47.11842,42.77692,4.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,1/27/2026,11:00:38 12 Jul 2026,7/12/2026,,,901053,9010532,12jul2026
All polls,Morning Consult,,12/29/2025,1/4/2026,22709.0, A,0.1075153,0.0014423,,44.0,42.0,2.0,46.11842,41.77692,4.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,1/5/2026,11:00:38 12 Jul 2026,7/12/2026,,,900993,9009931,12jul2026
All polls,Morning Consult,,1/16/2026,1/18/2026,2201.0, RV,0.0494243,0.0014136,,45.0,43.0,2.0,47.11842,42.77692,4.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,1/20/2026,11:00:38 12 Jul 2026,7/12/2026,,,901029,9010292,12jul2026
All polls,Morning Consult,,1/9/2026,1/12/2026,2201.0, RV,0.0498838,0.0011354,,46.0,43.0,3.0,48.11842,42.77692,5.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,1/12/2026,11:00:38 12 Jul 2026,7/12/2026,,,901007,9010072,12jul2026
All polls,Morning Consult,,1/2/2026,1/4/2026,2201.0, RV,0.0503433,0.000768,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,1/6/2026,11:00:38 12 Jul 2026,7/12/2026,,,900995,9009952,12jul2026
All polls,YouGov,Economist,12/20/2025,12/22/2025,1425.0, RV,0.1923153,0.000714,,43.0,40.0,3.0,45.60889,41.83174,3.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nBgFw7w.pdf,12/23/2025,11:00:38 12 Jul 2026,7/12/2026,,,900976,9009764,12jul2026
All polls,Morning Consult,,12/19/2025,12/21/2025,2203.0, RV,0.0502197,0.0001339,,47.0,43.0,4.0,49.11842,42.77692,6.341499,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,12/22/2025,11:00:38 12 Jul 2026,7/12/2026,,,900973,9009732,12jul2026
All polls,Morning Consult,,12/15/2025,12/21/2025,20240.0, RV,0.1212724,0.0001081,,44.63,42.35,2.280003,46.74842,42.12692,4.621502,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,12/22/2025,11:00:38 12 Jul 2026,7/12/2026,,,900974,9009741,12jul2026
All polls,YouGov,The Economist,9/5/2025,9/8/2025,1487.0, RV,0.1912931,0.0,,44.0,40.0,4.0,46.60889,41.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7flqP0S.pdf,9/8/2025,11:00:38 12 Jul 2026,7/12/2026,,,90614,222533,12jul2026
All polls,Public Religion Research Institute,"Brookings Institute, Carnegie Corporation of New York, Ford Foundation, Unitarian Universalist Veatch Program at Shelter Rock",8/15/2025,9/8/2025,5543.0, A,1.49832,0.0,,33.0,30.0,3.0,36.72535,33.60028,3.125069,https://prri.org/research/trumps-unprecedented-actions-deepen-asymmetric-divides/,11/13/2025,11:00:38 12 Jul 2026,7/12/2026,,,900816,907721,12jul2026
All polls,Morning Consult,,9/1/2025,9/7/2025,25541.0, RV,0.136664,0.0,,44.22,42.09,2.130001,46.33842,41.86692,4.4715,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,12/15/2025,11:00:38 12 Jul 2026,7/12/2026,,,90865,908641,12jul2026
All polls,Echelon Insights,Internet for Growth,9/5/2025,9/7/2025,1030.0, LV,0.8509964,0.0,,45.0,44.0,1.0,44.00652,41.67691,2.329609,https://internetforgrowth.com/voter-insights/,12/17/2025,11:00:38 12 Jul 2026,7/12/2026,,,900956,9009561,12jul2026
All polls,Cygnal,,9/2/2025,9/3/2025,1500.0, LV,1.213082,0.0,,47.6,45.2,2.399998,46.73125,43.41913,3.312122,https://www.cygn.al/poll-optimism-drops-while-trump-gop-maintain-issue-trust-with-midterm-voters-including-on-inflation-crime/,9/3/2025,11:00:38 12 Jul 2026,7/12/2026,,,90617,222552,12jul2026
All polls,YouGov,The Economist,9/26/2025,9/29/2025,1518.0, RV,0.1871284,0.0,,44.0,41.0,3.0,46.60889,42.83174,3.777149,https://today.yougov.com/politics/articles/53094-donald-trump-approval-rebound-government-shutdown-chances-james-comey-flu-covid-vaccines-economy-september-26-29-2025-economist-yougov-poll,9/29/2025,11:00:38 12 Jul 2026,7/12/2026,,,90709,222917,12jul2026
All polls,YouGov,Yahoo News,9/25/2025,9/29/2025,1126.0, RV,0.1662328,0.0,,44.0,40.0,4.0,46.60889,41.83174,4.777149,https://www.yahoo.com/entertainment/tv/article/poll-americans-approve-of-jimmy-kimmels-return-to-tv-by-a-more-than-2-to-1-margin-183746388.html,9/29/2025,11:00:38 12 Jul 2026,7/12/2026,,,900765,222949,12jul2026
All polls,Morning Consult,,9/22/2025,9/28/2025,21732.0, RV,0.1214103,0.0,,43.37,42.96,0.4099998,45.48842,42.73692,2.751499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,12/15/2025,11:00:38 12 Jul 2026,7/12/2026,,,90868,908671,12jul2026
All polls,The New York Times/Siena College,,9/22/2025,9/27/2025,1313.0, RV,1.348304,0.0,,47.0,45.0,2.0,46.47505,44.89869,1.576363,https://www.nytimes.com/2025/09/30/polls/trump-approval-poll.html,9/27/2025,11:00:38 12 Jul 2026,7/12/2026,,,900759,222890,12jul2026
All polls,RMG Research,Napolitan Institute,9/22/2025,9/24/2025,2000.0, RV,0.6829158,0.0,,45.0,46.0,-1.0,45.60431,43.72566,1.878651,https://napolitannews.org/posts/generic-ballot-gop-43-percent-dem-41,9/24/2025,11:00:38 12 Jul 2026,7/12/2026,,,90710,222918,12jul2026
All polls,YouGov,The Economist,9/19/2025,9/22/2025,1392.0, RV,0.1828606,0.0,,45.0,42.0,3.0,47.60889,43.83174,3.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_EYduduY.pdf,9/22/2025,11:00:38 12 Jul 2026,7/12/2026,,,90674,222805,12jul2026
All polls,Echelon Insights,,9/18/2025,9/22/2025,1071.0, LV,0.8717161,0.0,,47.0,46.0,1.0,46.00652,43.67691,2.329609,https://echeloninsights.com/in-the-news/september-2025-verified-voter-omnibus/,9/22/2025,11:00:38 12 Jul 2026,7/12/2026,,,900739,222766,12jul2026
All polls,McLaughlin & Associates,,9/17/2025,9/22/2025,1000.0, LV,0.3560773,0.0,,41.0,47.0,-6.0,42.73037,45.34558,-2.615211,https://mclaughlinonline.com/2025/09/30/national-monthly-september-2025/,9/22/2025,11:00:38 12 Jul 2026,7/12/2026,,,90717,222950,12jul2026
All polls,Ipsos,Reuters,9/19/2025,9/21/2025,799.0, RV,0.2985452,0.0,,40.0,38.0,2.0,45.08403,41.60213,3.481899,https://www.reuters.com/data/which-party-do-americans-want-run-congress-2025-11-05/,12/15/2025,11:00:38 12 Jul 2026,7/12/2026,,,900746,908191,12jul2026
All polls,Morning Consult,,9/15/2025,9/21/2025,21386.0, RV,0.1231925,0.0,,43.87,42.74,1.129997,45.98842,42.51693,3.471489,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,12/15/2025,11:00:38 12 Jul 2026,7/12/2026,,,90867,908661,12jul2026
